Source,Target
CWE-89,CVE-2022-24752
CWE-89,CVE-2022-24707
CWE-89,CVE-2022-24691
CWE-89,CVE-2022-24690
CWE-89,CVE-2022-2468
CWE-89,CVE-2022-2467
CWE-89,CVE-2022-24646
CWE-89,CVE-2022-24607
CWE-89,CVE-2022-24606
CWE-89,CVE-2022-24605
CWE-89,CVE-2022-24604
CWE-89,CVE-2022-24603
CWE-89,CVE-2022-24602
CWE-89,CVE-2022-24601
CWE-89,CVE-2022-24600
CWE-89,CVE-2022-2460
CWE-89,CVE-2022-24571
CWE-89,CVE-2022-24407
CWE-89,CVE-2022-24391
CWE-89,CVE-2022-24281
CWE-89,CVE-2022-24266
CWE-89,CVE-2022-24265
CWE-89,CVE-2022-24264
CWE-89,CVE-2022-24263
CWE-89,CVE-2022-24260
CWE-89,CVE-2022-24240
CWE-89,CVE-2022-24231
CWE-89,CVE-2022-24226
CWE-89,CVE-2022-24223
CWE-89,CVE-2022-24222
CWE-89,CVE-2022-24221
CWE-89,CVE-2022-24220
CWE-89,CVE-2022-24219
CWE-89,CVE-2022-24206
CWE-89,CVE-2022-24124
CWE-89,CVE-2022-24121
CWE-89,CVE-2022-23986
CWE-89,CVE-2022-23972
CWE-89,CVE-2022-23911
CWE-89,CVE-2022-23902
CWE-89,CVE-2022-23899
CWE-89,CVE-2022-23898
CWE-89,CVE-2022-23882
CWE-89,CVE-2022-23873
CWE-89,CVE-2022-23865
CWE-89,CVE-2022-23857
CWE-89,CVE-2022-23797
CWE-89,CVE-2022-23387
CWE-89,CVE-2022-23380
CWE-89,CVE-2022-23379
CWE-89,CVE-2022-23366
CWE-89,CVE-2022-23365
CWE-89,CVE-2022-23364
CWE-89,CVE-2022-23363
CWE-89,CVE-2022-23358
CWE-89,CVE-2022-23337
CWE-89,CVE-2022-23336
CWE-89,CVE-2022-23335
CWE-89,CVE-2022-23314
CWE-89,CVE-2022-23305
CWE-89,CVE-2022-23169
CWE-89,CVE-2022-23168
CWE-89,CVE-2022-23046
CWE-89,CVE-2022-2298
CWE-89,CVE-2022-22897
CWE-89,CVE-2022-22881
CWE-89,CVE-2022-22880
CWE-89,CVE-2022-22794
CWE-89,CVE-2022-22735
CWE-89,CVE-2022-2272
CWE-89,CVE-2022-2269
CWE-89,CVE-2022-2263
CWE-89,CVE-2022-2262
CWE-89,CVE-2022-22540
CWE-89,CVE-2022-22495
CWE-89,CVE-2022-22463
CWE-89,CVE-2022-22413
CWE-89,CVE-2022-22389
CWE-89,CVE-2022-2238
CWE-89,CVE-2022-22295
CWE-89,CVE-2022-22294
CWE-89,CVE-2022-22280
CWE-89,CVE-2022-22149
CWE-89,CVE-2022-2214
CWE-89,CVE-2022-22055
CWE-89,CVE-2022-21720
CWE-89,CVE-2022-21666
CWE-89,CVE-2022-21664
CWE-89,CVE-2022-21661
CWE-89,CVE-2022-21644
CWE-89,CVE-2022-21643
CWE-89,CVE-2022-2142
CWE-89,CVE-2022-2137
CWE-89,CVE-2022-2136
CWE-89,CVE-2022-2135
CWE-89,CVE-2022-21234
CWE-89,CVE-2022-21210
CWE-89,CVE-2022-21176
CWE-89,CVE-2022-2086
CWE-89,CVE-2022-20786
CWE-89,CVE-2022-2067
CWE-89,CVE-2022-20280
CWE-89,CVE-2022-2018
CWE-89,CVE-2022-2017
CWE-89,CVE-2022-1950
CWE-89,CVE-2022-1905
CWE-89,CVE-2022-1883
CWE-89,CVE-2022-1839
CWE-89,CVE-2022-1838
CWE-89,CVE-2022-1807
CWE-89,CVE-2022-1800
CWE-89,CVE-2022-1768
CWE-89,CVE-2022-1731
CWE-89,CVE-2022-1692
CWE-89,CVE-2022-1691
CWE-89,CVE-2022-1690
CWE-89,CVE-2022-1689
CWE-89,CVE-2022-1688
CWE-89,CVE-2022-1687
CWE-89,CVE-2022-1686
CWE-89,CVE-2022-1685
CWE-89,CVE-2022-1684
CWE-89,CVE-2022-1683
CWE-89,CVE-2022-1556
CWE-89,CVE-2022-1552
CWE-89,CVE-2022-1531
CWE-89,CVE-2022-1505
CWE-89,CVE-2022-1472
CWE-89,CVE-2022-1453
CWE-89,CVE-2022-1429
CWE-89,CVE-2022-1378
CWE-89,CVE-2022-1377
CWE-89,CVE-2022-1376
CWE-89,CVE-2022-1375
CWE-89,CVE-2022-1374
CWE-89,CVE-2022-1372
CWE-89,CVE-2022-1371
CWE-89,CVE-2022-1370
CWE-89,CVE-2022-1369
CWE-89,CVE-2022-1367
CWE-89,CVE-2022-1366
CWE-89,CVE-2022-1361
CWE-89,CVE-2022-1358
CWE-89,CVE-2022-1339
CWE-89,CVE-2022-1281
CWE-89,CVE-2022-1277
CWE-89,CVE-2022-1258
CWE-89,CVE-2022-1219
CWE-89,CVE-2022-1182
CWE-89,CVE-2022-1123
CWE-89,CVE-2022-1083
CWE-89,CVE-2022-1082
CWE-89,CVE-2022-1080
CWE-89,CVE-2022-1078
CWE-89,CVE-2022-1064
CWE-89,CVE-2022-1057
CWE-89,CVE-2022-1023
CWE-89,CVE-2022-1014
CWE-89,CVE-2022-1013
CWE-89,CVE-2022-1006
CWE-89,CVE-2022-0983
CWE-89,CVE-2022-0949
CWE-89,CVE-2022-0948
CWE-89,CVE-2022-0923
CWE-89,CVE-2022-0887
CWE-89,CVE-2022-0867
CWE-89,CVE-2022-0846
CWE-89,CVE-2022-0842
CWE-89,CVE-2022-0153
CWE-89,CVE-2022-0169
CWE-89,CVE-2022-0190
CWE-89,CVE-2022-0224
CWE-89,CVE-2022-0228
CWE-89,CVE-2022-0254
CWE-89,CVE-2022-0255
CWE-89,CVE-2022-0258
CWE-89,CVE-2022-0267
CWE-89,CVE-2022-0332
CWE-89,CVE-2022-0349
CWE-89,CVE-2022-0362
CWE-89,CVE-2022-0383
CWE-89,CVE-2022-0386
CWE-89,CVE-2022-0410
CWE-89,CVE-2022-0411
CWE-89,CVE-2022-0412
CWE-89,CVE-2022-0420
CWE-89,CVE-2022-0434
CWE-89,CVE-2022-0439
CWE-89,CVE-2022-0478
CWE-89,CVE-2022-0479
CWE-89,CVE-2022-0507
CWE-89,CVE-2022-0513
CWE-89,CVE-2022-0592
CWE-89,CVE-2022-0651
CWE-89,CVE-2022-0657
CWE-89,CVE-2022-0658
CWE-89,CVE-2022-0693
CWE-89,CVE-2022-0694
CWE-89,CVE-2022-0739
CWE-89,CVE-2022-0747
CWE-89,CVE-2022-0754
CWE-89,CVE-2022-0757
CWE-89,CVE-2022-0760
CWE-89,CVE-2022-0769
CWE-89,CVE-2022-0771
CWE-89,CVE-2022-0773
CWE-89,CVE-2022-0781
CWE-89,CVE-2022-0782
CWE-89,CVE-2022-0783
CWE-89,CVE-2022-0784
CWE-89,CVE-2022-0785
CWE-89,CVE-2022-0786
CWE-89,CVE-2022-0787
CWE-89,CVE-2022-0788
CWE-89,CVE-2022-0814
CWE-89,CVE-2022-0817
CWE-89,CVE-2022-0826
CWE-89,CVE-2022-0827
CWE-359,CVE-2021-3980
CWE-359,CVE-2021-28559
CWE-359,CVE-2022-2921
CWE-359,CVE-2022-24819
CWE-359,CVE-2022-1252
CWE-359,CVE-2022-0482
CWE-359,CVE-2022-0155
CWE-319,CVE-2021-25643
CWE-319,CVE-2020-9550
CWE-319,CVE-2020-9526
CWE-319,CVE-2020-9477
CWE-319,CVE-2020-8507
CWE-319,CVE-2020-8506
CWE-319,CVE-2020-8356
CWE-319,CVE-2020-8355
CWE-319,CVE-2020-7984
CWE-319,CVE-2020-7907
CWE-319,CVE-2020-7744
CWE-319,CVE-2020-7592
CWE-319,CVE-2020-7488
CWE-319,CVE-2020-7483
CWE-319,CVE-2020-7308
CWE-319,CVE-2020-7003
CWE-319,CVE-2020-6997
CWE-319,CVE-2020-6198
CWE-319,CVE-2020-6195
CWE-319,CVE-2020-5899
CWE-319,CVE-2020-5893
CWE-319,CVE-2020-5886
CWE-319,CVE-2020-5885
CWE-319,CVE-2020-5879
CWE-319,CVE-2020-5876
CWE-319,CVE-2020-5867
CWE-319,CVE-2020-5865
CWE-319,CVE-2020-5860
CWE-319,CVE-2020-5594
CWE-319,CVE-2020-5426
CWE-319,CVE-2020-5399
CWE-319,CVE-2020-4980
CWE-319,CVE-2020-4970
CWE-319,CVE-2020-4969
CWE-319,CVE-2020-4899
CWE-319,CVE-2020-4893
CWE-319,CVE-2020-4695
CWE-319,CVE-2020-4597
CWE-319,CVE-2020-4397
CWE-319,CVE-2020-4152
CWE-319,CVE-2020-4092
CWE-319,CVE-2020-3841
CWE-319,CVE-2020-3702
CWE-319,CVE-2020-36423
CWE-319,CVE-2020-35584
CWE-319,CVE-2020-35456
CWE-319,CVE-2020-3442
CWE-319,CVE-2020-29662
CWE-319,CVE-2020-29380
CWE-319,CVE-2020-29055
CWE-319,CVE-2020-29005
CWE-319,CVE-2020-27657
CWE-319,CVE-2020-27656
CWE-319,CVE-2020-27586
CWE-319,CVE-2020-27554
CWE-319,CVE-2020-27185
CWE-319,CVE-2020-27184
CWE-319,CVE-2020-25988
CWE-319,CVE-2020-25748
CWE-319,CVE-2020-25645
CWE-319,CVE-2020-25605
CWE-319,CVE-2020-25190
CWE-319,CVE-2020-25178
CWE-319,CVE-2020-25169
CWE-319,CVE-2020-25155
CWE-319,CVE-2020-2251
CWE-319,CVE-2020-2232
CWE-319,CVE-2020-2210
CWE-319,CVE-2020-2157
CWE-319,CVE-2020-2156
CWE-319,CVE-2020-2155
CWE-319,CVE-2020-2153
CWE-319,CVE-2020-2151
CWE-319,CVE-2020-2150
CWE-319,CVE-2020-2149
CWE-319,CVE-2020-2143
CWE-319,CVE-2020-2013
CWE-319,CVE-2020-20128
CWE-319,CVE-2020-1902
CWE-319,CVE-2020-1749
CWE-319,CVE-2020-15954
CWE-319,CVE-2020-15785
CWE-319,CVE-2020-15509
CWE-319,CVE-2020-15482
CWE-319,CVE-2020-15062
CWE-319,CVE-2020-15058
CWE-319,CVE-2020-15054
CWE-319,CVE-2020-14930
CWE-319,CVE-2020-14248
CWE-319,CVE-2020-14171
CWE-319,CVE-2020-14157
CWE-319,CVE-2020-14093
CWE-319,CVE-2020-13787
CWE-319,CVE-2020-13528
CWE-319,CVE-2020-1343
CWE-319,CVE-2020-12730
CWE-319,CVE-2020-12638
CWE-319,CVE-2020-12398
CWE-319,CVE-2020-12048
CWE-319,CVE-2020-12040
CWE-319,CVE-2020-12037
CWE-319,CVE-2020-12036
CWE-319,CVE-2020-12008
CWE-319,CVE-2020-11718
CWE-319,CVE-2020-11685
CWE-319,CVE-2020-11614
CWE-319,CVE-2020-11557
CWE-319,CVE-2020-11542
CWE-319,CVE-2020-11539
CWE-319,CVE-2020-10628
CWE-319,CVE-2020-10624
CWE-319,CVE-2020-10376
CWE-319,CVE-2020-10281
CWE-319,CVE-2020-10124
CWE-319,CVE-2020-0884
CWE-319,CVE-2021-45894
CWE-319,CVE-2021-45735
CWE-319,CVE-2021-45104
CWE-319,CVE-2021-45100
CWE-319,CVE-2021-44518
CWE-319,CVE-2021-44480
CWE-319,CVE-2021-42948
CWE-319,CVE-2021-42699
CWE-319,CVE-2021-41849
CWE-319,CVE-2021-41835
CWE-319,CVE-2021-4161
CWE-319,CVE-2021-40847
CWE-319,CVE-2021-40846
CWE-319,CVE-2021-40392
CWE-319,CVE-2021-40366
CWE-319,CVE-2021-39882
CWE-319,CVE-2021-39272
CWE-319,CVE-2021-39026
CWE-319,CVE-2021-38978
CWE-319,CVE-2021-38418
CWE-319,CVE-2021-38373
CWE-319,CVE-2021-38142
CWE-319,CVE-2021-37939
CWE-319,CVE-2021-3792
CWE-319,CVE-2021-36382
CWE-319,CVE-2021-36165
CWE-319,CVE-2021-3590
CWE-319,CVE-2021-3494
CWE-319,CVE-2021-34825
CWE-319,CVE-2021-3417
CWE-319,CVE-2021-33883
CWE-319,CVE-2021-33408
CWE-319,CVE-2021-33022
CWE-319,CVE-2021-32982
CWE-319,CVE-2021-32966
CWE-319,CVE-2021-32934
CWE-319,CVE-2021-32612
CWE-319,CVE-2021-32456
CWE-319,CVE-2021-31815
CWE-319,CVE-2021-31671
CWE-319,CVE-2021-3003
CWE-319,CVE-2021-29769
CWE-319,CVE-2021-29753
CWE-319,CVE-2021-29397
CWE-319,CVE-2021-28509
CWE-319,CVE-2021-28508
CWE-319,CVE-2021-27924
CWE-319,CVE-2021-27574
CWE-319,CVE-2021-27569
CWE-319,CVE-2021-27251
CWE-319,CVE-2021-27209
CWE-319,CVE-2021-27194
CWE-319,CVE-2021-26565
CWE-319,CVE-2021-26564
CWE-319,CVE-2021-26560
CWE-319,CVE-2022-0162
CWE-319,CVE-2022-0988
CWE-319,CVE-2022-1524
CWE-319,CVE-2022-2003
CWE-319,CVE-2022-2005
CWE-319,CVE-2022-20243
CWE-319,CVE-2022-21798
CWE-319,CVE-2022-21829
CWE-319,CVE-2022-23105
CWE-319,CVE-2022-2338
CWE-319,CVE-2022-2485
CWE-319,CVE-2022-25805
CWE-319,CVE-2022-26077
CWE-319,CVE-2022-27619
CWE-319,CVE-2022-28861
CWE-319,CVE-2022-29519
CWE-319,CVE-2022-29733
CWE-319,CVE-2022-29874
CWE-319,CVE-2022-30115
CWE-319,CVE-2022-30312
CWE-319,CVE-2022-30993
CWE-319,CVE-2022-30994
CWE-319,CVE-2022-31046
CWE-319,CVE-2022-31204
CWE-319,CVE-2022-32245
CWE-319,CVE-2022-33724
CWE-319,CVE-2022-34371
CWE-319,CVE-2022-36200
CWE-319,CVE-2022-38846
CWE-319,CVE-2021-0296
CWE-319,CVE-2021-20154
CWE-319,CVE-2021-20169
CWE-319,CVE-2021-20174
CWE-319,CVE-2021-20175
CWE-319,CVE-2021-20335
CWE-319,CVE-2021-20409
CWE-319,CVE-2021-20564
CWE-319,CVE-2021-20623
CWE-319,CVE-2021-20992
CWE-319,CVE-2021-21270
CWE-319,CVE-2021-21387
CWE-319,CVE-2021-22325
CWE-319,CVE-2021-22380
CWE-319,CVE-2021-22702
CWE-319,CVE-2021-22703
CWE-319,CVE-2021-22946
CWE-319,CVE-2021-23018
CWE-319,CVE-2021-23846
CWE-319,CVE-2021-23884
CWE-319,CVE-2021-23896
CWE-476,CVE-2022-23016
CWE-476,CVE-2020-9746
CWE-476,CVE-2020-9610
CWE-476,CVE-2020-9545
CWE-476,CVE-2020-9453
CWE-476,CVE-2020-9429
CWE-476,CVE-2020-9385
CWE-476,CVE-2020-9327
CWE-476,CVE-2020-8859
CWE-476,CVE-2020-8569
CWE-476,CVE-2020-8448
CWE-476,CVE-2020-8437
CWE-476,CVE-2020-8011
CWE-476,CVE-2020-8002
CWE-476,CVE-2020-7731
CWE-476,CVE-2020-7711
CWE-476,CVE-2020-7105
CWE-476,CVE-2020-7084
CWE-476,CVE-2020-7062
CWE-476,CVE-2020-7045
CWE-476,CVE-2020-6795
CWE-476,CVE-2020-6631
CWE-476,CVE-2020-6630
CWE-476,CVE-2020-6629
CWE-476,CVE-2020-6615
CWE-476,CVE-2020-6611
CWE-476,CVE-2020-6095
CWE-476,CVE-2020-6062
CWE-476,CVE-2020-5989
CWE-476,CVE-2020-5966
CWE-476,CVE-2020-5960
CWE-476,CVE-2020-5762
CWE-476,CVE-2020-5736
CWE-476,CVE-2020-5655
CWE-476,CVE-2020-5646
CWE-476,CVE-2020-5597
CWE-476,CVE-2020-5544
CWE-476,CVE-2020-5183
CWE-476,CVE-2020-3660
CWE-476,CVE-2020-3658
CWE-476,CVE-2020-36558
CWE-476,CVE-2020-36149
CWE-476,CVE-2020-36148
CWE-476,CVE-2020-36135
CWE-476,CVE-2020-36130
CWE-476,CVE-2020-35982
CWE-476,CVE-2020-35981
CWE-476,CVE-2020-35907
CWE-476,CVE-2020-35860
CWE-476,CVE-2020-35680
CWE-476,CVE-2020-35668
CWE-476,CVE-2020-35538
CWE-476,CVE-2020-35525
CWE-476,CVE-2020-3552
CWE-476,CVE-2020-35507
CWE-476,CVE-2020-35505
CWE-476,CVE-2020-35504
CWE-476,CVE-2020-35503
CWE-476,CVE-2020-35499
CWE-476,CVE-2020-35496
CWE-476,CVE-2020-35495
CWE-476,CVE-2020-35450
CWE-476,CVE-2020-3517
CWE-476,CVE-2020-3481
CWE-476,CVE-2020-3407
CWE-476,CVE-2020-29652
CWE-476,CVE-2020-29571
CWE-476,CVE-2020-29484
CWE-476,CVE-2020-28346
CWE-476,CVE-2020-28345
CWE-476,CVE-2020-28344
CWE-476,CVE-2020-28203
CWE-476,CVE-2020-27830
CWE-476,CVE-2020-27819
CWE-476,CVE-2020-27675
CWE-476,CVE-2020-27289
CWE-476,CVE-2020-27279
CWE-476,CVE-2020-27277
CWE-476,CVE-2020-26536
CWE-476,CVE-2020-26521
CWE-476,CVE-2020-26235
CWE-476,CVE-2020-26213
CWE-476,CVE-2020-25866
CWE-476,CVE-2020-25858
CWE-476,CVE-2020-25821
CWE-476,CVE-2020-25743
CWE-476,CVE-2020-25742
CWE-476,CVE-2020-25741
CWE-476,CVE-2020-25692
CWE-476,CVE-2020-25639
CWE-476,CVE-2020-25467
CWE-476,CVE-2020-25465
CWE-476,CVE-2020-25427
CWE-476,CVE-2020-25285
CWE-476,CVE-2020-24890
CWE-476,CVE-2020-24659
CWE-476,CVE-2020-24421
CWE-476,CVE-2020-24385
CWE-476,CVE-2020-24369
CWE-476,CVE-2020-23932
CWE-476,CVE-2020-23930
CWE-476,CVE-2020-23914
CWE-476,CVE-2020-23912
CWE-476,CVE-2020-23879
CWE-476,CVE-2020-23872
CWE-476,CVE-2020-23539
CWE-476,CVE-2020-23331
CWE-476,CVE-2020-23330
CWE-476,CVE-2020-23026
CWE-476,CVE-2020-22674
CWE-476,CVE-2020-22352
CWE-476,CVE-2020-21835
CWE-476,CVE-2020-21834
CWE-476,CVE-2020-21817
CWE-476,CVE-2020-21815
CWE-476,CVE-2020-20896
CWE-476,CVE-2020-20450
CWE-476,CVE-2020-20266
CWE-476,CVE-2020-20252
CWE-476,CVE-2020-20250
CWE-476,CVE-2020-20231
CWE-476,CVE-2020-20222
CWE-476,CVE-2020-20216
CWE-476,CVE-2020-20212
CWE-476,CVE-2020-1995
CWE-476,CVE-2020-19752
CWE-476,CVE-2020-19722
CWE-476,CVE-2020-19720
CWE-476,CVE-2020-19718
CWE-476,CVE-2020-19717
CWE-476,CVE-2020-1971
CWE-476,CVE-2020-1967
CWE-476,CVE-2020-19488
CWE-476,CVE-2020-19470
CWE-476,CVE-2020-19468
CWE-476,CVE-2020-1939
CWE-476,CVE-2020-18731
CWE-476,CVE-2020-18730
CWE-476,CVE-2020-18395
CWE-476,CVE-2020-17525
CWE-476,CVE-2020-1730
CWE-476,CVE-2020-16599
CWE-476,CVE-2020-16593
CWE-476,CVE-2020-16588
CWE-476,CVE-2020-16307
CWE-476,CVE-2020-16306
CWE-476,CVE-2020-16295
CWE-476,CVE-2020-16293
CWE-476,CVE-2020-16135
CWE-476,CVE-2020-16118
CWE-476,CVE-2020-16117
CWE-476,CVE-2020-15964
CWE-476,CVE-2020-15807
CWE-476,CVE-2020-15689
CWE-476,CVE-2020-15469
CWE-476,CVE-2020-15437
CWE-476,CVE-2020-15304
CWE-476,CVE-2020-15209
CWE-476,CVE-2020-15204
CWE-476,CVE-2020-15190
CWE-476,CVE-2020-14500
CWE-476,CVE-2020-14397
CWE-476,CVE-2020-14396
CWE-476,CVE-2020-14356
CWE-476,CVE-2020-14323
CWE-476,CVE-2020-14149
CWE-476,CVE-2020-13950
CWE-476,CVE-2020-13934
CWE-476,CVE-2020-13900
CWE-476,CVE-2020-13898
CWE-476,CVE-2020-13848
CWE-476,CVE-2020-13775
CWE-476,CVE-2020-13659
CWE-476,CVE-2020-13649
CWE-476,CVE-2020-13632
CWE-476,CVE-2020-13583
CWE-476,CVE-2020-13582
CWE-476,CVE-2020-13578
CWE-476,CVE-2020-13577
CWE-476,CVE-2020-13575
CWE-476,CVE-2020-13574
CWE-476,CVE-2020-13435
CWE-476,CVE-2020-12867
CWE-476,CVE-2020-12866
CWE-476,CVE-2020-12845
CWE-476,CVE-2020-12514
CWE-476,CVE-2020-12364
CWE-476,CVE-2020-12059
CWE-476,CVE-2020-11668
CWE-476,CVE-2020-11609
CWE-476,CVE-2020-11608
CWE-476,CVE-2020-11273
CWE-476,CVE-2020-11254
CWE-476,CVE-2020-11168
CWE-476,CVE-2020-11158
CWE-476,CVE-2020-11122
CWE-476,CVE-2020-10957
CWE-476,CVE-2020-10812
CWE-476,CVE-2020-10810
CWE-476,CVE-2020-10739
CWE-476,CVE-2020-10730
CWE-476,CVE-2020-10711
CWE-476,CVE-2020-10703
CWE-476,CVE-2020-1069
CWE-476,CVE-2020-10664
CWE-476,CVE-2020-10602
CWE-476,CVE-2020-10600
CWE-476,CVE-2020-10231
CWE-476,CVE-2020-10066
CWE-476,CVE-2020-0219
CWE-476,CVE-2020-0021
CWE-476,CVE-2021-46837
CWE-476,CVE-2021-46664
CWE-476,CVE-2021-46335
CWE-476,CVE-2021-46311
CWE-476,CVE-2021-46243
CWE-476,CVE-2021-46240
CWE-476,CVE-2021-46237
CWE-476,CVE-2021-46236
CWE-476,CVE-2021-46234
CWE-476,CVE-2021-46171
CWE-476,CVE-2021-46051
CWE-476,CVE-2021-46049
CWE-476,CVE-2021-46047
CWE-476,CVE-2021-46046
CWE-476,CVE-2021-46044
CWE-476,CVE-2021-46043
CWE-476,CVE-2021-46042
CWE-476,CVE-2021-46040
CWE-476,CVE-2021-46039
CWE-476,CVE-2021-46038
CWE-476,CVE-2021-46019
CWE-476,CVE-2021-45847
CWE-476,CVE-2021-45846
CWE-476,CVE-2021-45831
CWE-476,CVE-2021-45773
CWE-476,CVE-2021-45769
CWE-476,CVE-2021-45761
CWE-476,CVE-2021-45385
CWE-476,CVE-2021-45343
CWE-476,CVE-2021-45340
CWE-476,CVE-2021-45292
CWE-476,CVE-2021-45267
CWE-476,CVE-2021-45266
CWE-476,CVE-2021-45260
CWE-476,CVE-2021-45259
CWE-476,CVE-2021-45256
CWE-476,CVE-2021-45117
CWE-476,CVE-2021-45079
CWE-476,CVE-2021-44974
CWE-476,CVE-2021-44960
CWE-476,CVE-2021-44927
CWE-476,CVE-2021-44926
CWE-476,CVE-2021-44925
CWE-476,CVE-2021-44923
CWE-476,CVE-2021-44922
CWE-476,CVE-2021-44921
CWE-476,CVE-2021-44919
CWE-476,CVE-2021-44918
CWE-476,CVE-2021-44879
CWE-476,CVE-2021-44741
CWE-476,CVE-2021-44740
CWE-476,CVE-2021-44508
CWE-476,CVE-2021-44507
CWE-476,CVE-2021-44506
CWE-476,CVE-2021-44505
CWE-476,CVE-2021-44501
CWE-476,CVE-2021-44498
CWE-476,CVE-2021-44495
CWE-476,CVE-2021-44494
CWE-476,CVE-2021-44492
CWE-476,CVE-2021-44487
CWE-476,CVE-2021-44485
CWE-476,CVE-2021-44484
CWE-476,CVE-2021-44224
CWE-476,CVE-2021-44108
CWE-476,CVE-2021-43824
CWE-476,CVE-2021-43750
CWE-476,CVE-2021-43749
CWE-476,CVE-2021-43748
CWE-476,CVE-2021-43668
CWE-476,CVE-2021-43667
CWE-476,CVE-2021-43016
CWE-476,CVE-2021-42733
CWE-476,CVE-2021-42577
CWE-476,CVE-2021-42528
CWE-476,CVE-2021-42521
CWE-476,CVE-2021-42376
CWE-476,CVE-2021-42373
CWE-476,CVE-2021-42268
CWE-476,CVE-2021-42264
CWE-476,CVE-2021-42263
CWE-476,CVE-2021-42202
CWE-476,CVE-2021-42200
CWE-476,CVE-2021-42198
CWE-476,CVE-2021-42196
CWE-476,CVE-2021-4217
CWE-476,CVE-2021-4209
CWE-476,CVE-2021-4198
CWE-476,CVE-2021-4188
CWE-476,CVE-2021-4186
CWE-476,CVE-2021-41839
CWE-476,CVE-2021-41689
CWE-476,CVE-2021-4158
CWE-476,CVE-2021-41524
CWE-476,CVE-2021-41497
CWE-476,CVE-2021-41495
CWE-476,CVE-2021-4145
CWE-476,CVE-2021-41217
CWE-476,CVE-2021-41215
CWE-476,CVE-2021-41208
CWE-476,CVE-2021-4110
CWE-476,CVE-2021-4095
CWE-476,CVE-2021-40944
CWE-476,CVE-2021-40943
CWE-476,CVE-2021-40826
CWE-476,CVE-2021-40796
CWE-476,CVE-2021-40789
CWE-476,CVE-2021-40788
CWE-476,CVE-2021-40785
CWE-476,CVE-2021-40782
CWE-476,CVE-2021-40781
CWE-476,CVE-2021-40778
CWE-476,CVE-2021-40774
CWE-476,CVE-2021-40773
CWE-476,CVE-2021-40768
CWE-476,CVE-2021-40762
CWE-476,CVE-2021-40761
CWE-476,CVE-2021-40756
CWE-476,CVE-2021-40750
CWE-476,CVE-2021-40742
CWE-476,CVE-2021-40737
CWE-476,CVE-2021-40732
CWE-476,CVE-2021-40576
CWE-476,CVE-2021-40575
CWE-476,CVE-2021-40565
CWE-476,CVE-2021-40564
CWE-476,CVE-2021-40563
CWE-476,CVE-2021-40559
CWE-476,CVE-2021-4043
CWE-476,CVE-2021-40039
CWE-476,CVE-2021-40031
CWE-476,CVE-2021-40018
CWE-476,CVE-2021-39988
CWE-476,CVE-2021-39977
CWE-476,CVE-2021-39973
CWE-476,CVE-2021-39928
CWE-476,CVE-2021-39921
CWE-476,CVE-2021-39920
CWE-476,CVE-2021-39860
CWE-476,CVE-2021-39854
CWE-476,CVE-2021-39853
CWE-476,CVE-2021-39852
CWE-476,CVE-2021-39851
CWE-476,CVE-2021-39850
CWE-476,CVE-2021-39849
CWE-476,CVE-2021-39804
CWE-476,CVE-2021-39598
CWE-476,CVE-2021-39597
CWE-476,CVE-2021-39596
CWE-476,CVE-2021-39594
CWE-476,CVE-2021-39593
CWE-476,CVE-2021-39592
CWE-476,CVE-2021-39591
CWE-476,CVE-2021-39590
CWE-476,CVE-2021-39589
CWE-476,CVE-2021-39588
CWE-476,CVE-2021-39587
CWE-476,CVE-2021-39585
CWE-476,CVE-2021-39584
CWE-476,CVE-2021-39583
CWE-476,CVE-2021-39575
CWE-476,CVE-2021-39563
CWE-476,CVE-2021-39562
CWE-476,CVE-2021-39559
CWE-476,CVE-2021-39557
CWE-476,CVE-2021-39556
CWE-476,CVE-2021-39555
CWE-476,CVE-2021-39554
CWE-476,CVE-2021-39553
CWE-476,CVE-2021-39549
CWE-476,CVE-2021-39548
CWE-476,CVE-2021-39547
CWE-476,CVE-2021-39545
CWE-476,CVE-2021-39543
CWE-476,CVE-2021-39542
CWE-476,CVE-2021-39541
CWE-476,CVE-2021-39539
CWE-476,CVE-2021-39538
CWE-476,CVE-2021-39535
CWE-476,CVE-2021-39532
CWE-476,CVE-2021-39523
CWE-476,CVE-2021-39521
CWE-476,CVE-2021-39520
CWE-476,CVE-2021-39519
CWE-476,CVE-2021-39517
CWE-476,CVE-2021-39516
CWE-476,CVE-2021-39515
CWE-476,CVE-2021-39251
CWE-476,CVE-2021-38786
CWE-476,CVE-2021-38785
CWE-476,CVE-2021-38784
CWE-476,CVE-2021-38604
CWE-476,CVE-2021-38208
CWE-476,CVE-2021-38206
CWE-476,CVE-2021-38200
CWE-476,CVE-2021-38177
CWE-476,CVE-2021-37750
CWE-476,CVE-2021-37689
CWE-476,CVE-2021-37688
CWE-476,CVE-2021-37681
CWE-476,CVE-2021-37659
CWE-476,CVE-2021-37649
CWE-476,CVE-2021-37648
CWE-476,CVE-2021-37647
CWE-476,CVE-2021-37643
CWE-476,CVE-2021-37639
CWE-476,CVE-2021-37638
CWE-476,CVE-2021-37637
CWE-476,CVE-2021-37616
CWE-476,CVE-2021-37615
CWE-476,CVE-2021-3739
CWE-476,CVE-2021-37083
CWE-476,CVE-2021-37077
CWE-476,CVE-2021-36765
CWE-476,CVE-2021-36764
CWE-476,CVE-2021-3671
CWE-476,CVE-2021-36614
CWE-476,CVE-2021-36613
